id,fichier,artiste,organisation,adresse,annee,programme_entente,latitude,longitude,image,arrondissement
73,_0148844p.jpg,Maxime Fortin,SODER,"1960, rue Beaubien (ruelle)",2014,Programme graffitis et murales,45.544523,-73.59512,http://depot.ville.montreal.qc.ca/murales/_0148844p.jpg,Rosemont—La Petite-Patrie
74,_0149036p.jpg,A'Shop,SODER,"532, rue Saint-Zotique",2014,Programme graffitis et murales,45.536599,-73.607274,http://depot.ville.montreal.qc.ca/murales/_0149036p.jpg,Rosemont—La Petite-Patrie
75,_0148861p.jpg,Rafael Sottolichio,MU,"4625, rue Saint-Dominique",2014,Programme graffitis et murales,45.521529,-73.587676,http://depot.ville.montreal.qc.ca/murales/_0148861p.jpg,Le Plateau-Mont-Royal
76,_0148864p.jpg,Zilon,MURAL,coin des rues Marie-Anne et Saint-Dominique,2014,Programme graffitis et murales,45.519661,-73.583606,http://depot.ville.montreal.qc.ca/murales/_0148864p.jpg,Le Plateau-Mont-Royal
77,_0148990p.jpg,Dan Buller et Five Eight.,MU,coin des rues Georges-Vanier et Lionel-Groulx,2014,Programme graffitis et murales,45.486637,-73.573442,http://depot.ville.montreal.qc.ca/murales/_0148990p.jpg,Le Sud-Ouest
78,_0148994p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"735, rue Notre-Dame",2014,Programme graffitis et murales,45.434804,-73.670306,http://depot.ville.montreal.qc.ca/murales/_0148994p.jpg,Lachine
79,_0148999p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"800, rue Notre-Dame",2014,Programme graffitis et murales,45.435045,-73.670849,http://depot.ville.montreal.qc.ca/murales/_0148999p.jpg,Lachine
80,_0149002p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"1080, rue Notre-Dame",2014,Programme graffitis et murales,45.435057,-73.673237,http://depot.ville.montreal.qc.ca/murales/_0149002p.jpg,Lachine
81,_0149018p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"1349, rue Notre-Dame",2014,Programme graffitis et murales,45.434825,-73.67598,http://depot.ville.montreal.qc.ca/murales/_0149018p.jpg,Lachine
82,2015_SB.jpg,"Simon Bachand, Jasmin Gérard-Alie",Artducommun,"5098, rue Saint-Hubert",2014,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.528972,-73.588541,http://depot.ville.montreal.qc.ca/murales/2015_SB.jpg,Le Plateau-Mont-Royal
83,2014_ASHOP.jpg,A'Shop,Y'a QuelQu'un l'aut'bord du mur,"8105, rue Hochelaga",2014,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.595266,-73.523925,http://depot.ville.montreal.qc.ca/murales/2014_ASHOP.jpg,Mercier-Hochelaga-Maisonneuve
84,2014_OMEN.jpg,Omen,MU,"1535, rue Beaudet",2014,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.510387,-73.677283,http://depot.ville.montreal.qc.ca/murales/2014_OMEN.jpg,Saint-Laurent
85,2014-AH.jpg,Annie Hamel,MU,"1301, boulevard De Maisonneuve E.",2014,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.520031,-73.556923,http://depot.ville.montreal.qc.ca/murales/2014-AH.jpg,Ville-Marie
86,2014-RS.jpg,Rafael Sotolichio,MU,Parc Bélanger-Chateaubriand,2014,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.538189,-73.610286,http://depot.ville.montreal.qc.ca/murales/2014-RS.jpg,Rosemont—La Petite-Patrie
87,_0144731p.jpg,A'Shop (Zek et Dodo Ose),Prévention du crime Ahuntsic-Cartierville,"1014, rue Fleury Est",2015,Programme graffitis et murales,45.558021,-73.659044,http://depot.ville.montreal.qc.ca/murales/_0144731p.jpg,Ahuntsic-Cartierville
88,_0144707p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"735, rue Notre-Dame",2015,Programme graffitis et murales,45.434765,-73.670308,http://depot.ville.montreal.qc.ca/murales/_0144707p.jpg,Lachine
89,_0144714p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"1005, rue Notre-Dame",2015,Programme graffitis et murales,45.434742,-73.672654,http://depot.ville.montreal.qc.ca/murales/_0144714p.jpg,Lachine
90,_0144719p.jpg,Simon Bachand et Jasmin Guérard-Alie,Maison des Jeunes l'Escalier de Lachine,"1535-1537, rue Notre-Dame",2015,Programme graffitis et murales,45.434786,-73.677928,http://depot.ville.montreal.qc.ca/murales/_0144719p.jpg,Lachine
91,_0144722p.jpg,Rafael Sottolichio,MU,"1320, rue du Collège",2015,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.511176,-73.672515,http://depot.ville.montreal.qc.ca/murales/_0144722p.jpg,Saint-Laurent
92,_0144736p.jpg,Jason Cantoro et Annie Hamel,MU,"5665, boulevard Saint-Laurent",2015,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.526694,-73.600632,http://depot.ville.montreal.qc.ca/murales/_0144736p.jpg,Le Plateau-Mont-Royal
93,_0143831p.jpg,Seth Malland,MU,"1800, rue Jarry Est, coin Papineau",2015,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.5534,-73.618783,http://depot.ville.montreal.qc.ca/murales/_0143831p.jpg,Villeray—Saint-Michel—Parc-Extension
94,_0143920p.jpg,Simon Bachand (Stare),Diffusion AGC Montréal,"2075, boulevard Saint Laurent",2015,Programme graffitis et murales,45.51194,-73.567831,http://depot.ville.montreal.qc.ca/murales/_0143920p.jpg,Ville-Marie
95,_0145573p.jpg,Simon Bachand et Jasmin Guérard-Alie,Diffusion AGC Montréal,"3689, rue Saint-Hubert",2015,Programme graffitis et murales,45.520455,-73.569268,http://depot.ville.montreal.qc.ca/murales/_0145573p.jpg,Le Plateau-Mont-Royal
96,2015_MATEO.jpg,Mathieu Bories (Mateo),SODER,"5850, avenue Papineau, angle Fleurimont",2015,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.540415,-73.590788,http://depot.ville.montreal.qc.ca/murales/2015_MATEO.jpg,Rosemont—La Petite-Patrie
97,_0144739p.jpg,Pantonio,Santropol Roulant,"111, rue Roy Est",2015,Programme graffitis et murales,45.516451,-73.575145,http://depot.ville.montreal.qc.ca/murales/_0144739p.jpg,Le Plateau-Mont-Royal
98,_0143821p.jpg,Carlito Dalceggio,MU,"6158, rue Laurendeau",2015,Programme graffitis et murales,45.457098,-73.588239,http://depot.ville.montreal.qc.ca/murales/_0143821p.jpg,Le Sud-Ouest
99,_0143817p.jpg,Gene Pendon & Bryan Beyung,MU,"1110, boulevard St-Laurent",2015,Programme graffitis et murales,45.508597,-73.561378,http://depot.ville.montreal.qc.ca/murales/_0143817p.jpg,Ville-Marie
100,_0143838p.jpg,Julian Palma,MU,"7060, avenue Bloomfield",2015,Programme graffitis et murales,45.526961,-73.623516,http://depot.ville.montreal.qc.ca/murales/_0143838p.jpg,Villeray—Saint-Michel—Parc-Extension
101,_0143906p.jpg,Phillip Adams,MU,"1695, rue Saint-Dominique",2015,Programme graffitis et murales,45.51181,-73.566284,http://depot.ville.montreal.qc.ca/murales/_0143906p.jpg,Ville-Marie
102,_0143902p.jpg,Laurent Gascon,Société pour Promouvoir les Arts Gigantesques (SPAG),"2915, rue Ontario",2015,Programme graffitis et murales,45.537604,-73.549785,http://depot.ville.montreal.qc.ca/murales/_0143902p.jpg,Ville-Marie
103,2015_CURIOT.jpg,Curiot,MURAL,coin nord-ouest de Sherbrooke et Jeanne-Mance,2015,Projet pilote d'art mural - Entente sur le développement culturel de Montréal,45.509159,-73.571184,http://depot.ville.montreal.qc.ca/murales/2015_CURIOT.jpg,Le Plateau-Mont-Royal
104,_0144733p.jpg,Shalak & Smoky,SODER,"6251, avenue Christophe-Colomb (ruelle)",2015,Programme graffitis et murales,45.536964,-73.598738,http://depot.ville.montreal.qc.ca/murales/_0144733p.jpg,Rosemont-La Petite-Patrie
105,_0143870p.jpg,Mr Crocks,SODER,"362, rue Beaubien Est",2015,Programme graffitis et murales,45.533465,-73.605139,http://depot.ville.montreal.qc.ca/murales/_0143870p.jpg,Rosemont—La Petite-Patrie
106,_0143855p.jpg,Hoarkor,SODER,"205, rue de Bellechasse (ruelle)",2015,Programme graffitis et murales,45.530861,-73.603995,http://depot.ville.montreal.qc.ca/murales/_0143855p.jpg,Rosemont—La Petite-Patrie
107,SODER2015-MaximeFortin.jpg,Maxime Fortin (4-TIN),SODER,"5620, 7e Avenue (ruelle)",2015,Programme graffitis et murales,45.5496285,-73.580264,http://depot.ville.montreal.qc.ca/murales/SODER2015-MaximeFortin.jpg,Rosemont—La Petite-Patrie
108,SODER2015-CyndieBelhumeur.jpg,Cyndie Belhumeur,SODER,"5629, 7e Avenue (ruelle)",2015,Programme graffitis et murales,45.5498767,-73.5803157,http://depot.ville.montreal.qc.ca/murales/SODER2015-CyndieBelhumeur.jpg,Rosemont—La Petite-Patrie
109,SODER2015-SophieWilkins.jpg,Sophie Wilkins,SODER,"4903, boulevard Rosemont (ruelle)",2015,Programme graffitis et murales,45.5688595,-73.5690687,http://depot.ville.montreal.qc.ca/murales/SODER2015-SophieWilkins.jpg,Rosemont—La Petite-Patrie
110,SODER2015-AdelineBenhammouda.jpg,Adeline Benhammouda,SODER,"2018-2020-2022, rue Des Carrières (ruelle)",2015,Programme graffitis et murales,45.5417297,-73.5899617,http://depot.ville.montreal.qc.ca/murales/SODER2015-AdelineBenhammouda.jpg,Rosemont—La Petite-Patrie
111,SODER2015-MCBaldassari.jpg,MC Baldassari,SODER,"421, rue Bélanger Est (ruelle)",2015,Programme graffitis et murales,45.5376815,-73.6138458,http://depot.ville.montreal.qc.ca/murales/SODER2015-MCBaldassari.jpg,Rosemont—La Petite-Patrie
112,SODER2015-Mateo.jpg,Matéo,SODER,"1109, rue Beaubien Est",2015,Programme graffitis et murales,45.5381919,-73.6035681,http://depot.ville.montreal.qc.ca/murales/SODER2015-Mateo.jpg,Rosemont—La Petite-Patrie
113,murale-anglais-3-coalitionpetitebourgogne.jpg,Jasmin Guérard-Alie et Simon Bachand,Coalition de la Petite-Bourgogne/Quartier en santé,"1788, rue Terrasse Coursol",2016,Programme d'art mural,45.4907662,-73.5736971,http://depot.ville.montreal.qc.ca/murales/murale-anglais-3-coalitionpetitebourgogne.jpg,Le Sud-Ouest
114,murale-arabe-3-coalitionpetitebourgogne.jpg,Jasmin Guérard-Alie et Simon Bachand,Coalition de la Petite-Bourgogne/Quartier en santé,"735, rue Dominion",2016,Programme d'art mural,45.4869151,-73.5784368,http://depot.ville.montreal.qc.ca/murales/murale-arabe-3-coalitionpetitebourgogne.jpg,Le Sud-Ouest
115,murale-bengali-1-coalitionpetitebourgogne.jpg,Jasmin Guérard-Alie et Simon Bachand,Coalition de la Petite-Bourgogne/Quartier en santé,"570, rue Charlevoix",2016,Programme d'art mural,45.4832678,-73.5791587,http://depot.ville.montreal.qc.ca/murales/murale-bengali-1-coalitionpetitebourgogne.jpg,Le Sud-Ouest
116,Au-Pied-De-La-Montagne.jpg,"A'Shop: Bryan Beyung, Ankh One, Monk-E",École primaire au-Pied-de-la-Montagne,coin des rues Roy et Henri-Julien (cour d'école),2016,Programme d'art mural,45.5178509,-73.5743038,http://depot.ville.montreal.qc.ca/murales/Au-Pied-De-La-Montagne.jpg,Le Plateau-Mont-Royal
117,zek_monke_richard_HD_creditsAShop.jpg,"A'Shop: Zek-One, Monk-e et les élèves",École secondaire Monseigneur-Richard,"3000, boul. Gaétan-Laberge coin Gilberte-Dubé",2016,Programme d'art mural,45.469836,-73.5628562,http://depot.ville.montreal.qc.ca/murales/zek_monke_richard_HD_creditsAShop.jpg,Verdun
118,Credit_AnkhOne_AShop.jpg,"A'Shop: Fluke, Ankh One",La Table de quartier Hochelaga-Maisonneuve,"3562, rue Sainte-Catherine Est",2016,Programme d'art mural,45.542918,-73.5391202,http://depot.ville.montreal.qc.ca/murales/Credit_AnkhOne_AShop.jpg,Mercier-Hochelaga-Maisonneuve
119,20160929-Lien-Vert-Hochelaga-078.jpg,"Atelier Nayan, Nelson Béguin et citoyenNes",La Table de quartier Hochelaga-Maisonneuve,"1635, rue Darling",2016,Programme d'art mural,45.5415322,-73.545419,http://depot.ville.montreal.qc.ca/murales/20160929-Lien-Vert-Hochelaga-078.jpg,Mercier-Hochelaga-Maisonneuve
120,Artducommun-Lachine2016arche.jpg,Artducommun,Comité graffiti Lachine,"410, rue Saint-Jacques, Lachine",2016,Programme d'art mural,45.4432034,-73.6509111,http://depot.ville.montreal.qc.ca/murales/Artducommun-Lachine2016arche.jpg,Lachine
121,MU_QUATSOUS_2016_creditsOlivierBousquet2.jpg,Gene Pendon et Les Hommes de lettres,MU,"1755, rue Wolfe et 1750, rue Montcalm (diptyque)",2016,Programme d'art mural,45.51987,-73.5608717,http://depot.ville.montreal.qc.ca/murales/MU_QUATSOUS_2016_creditsOlivierBousquet2.jpg,Ville-Marie
122,MU_MONTCALM_2016_creditsOlivierBousquet1.jpg,Kevin Ledo,MU,"2130-2150, rue Montcalm",2016,Programme d'art mural,45.5214565,-73.5637313,http://depot.ville.montreal.qc.ca/murales/MU_MONTCALM_2016_creditsOlivierBousquet1.jpg,Ville-Marie
123,MU_HJM_2016_Phillip_Adams_creditsOlivierBousquet1.jpg,Phillip Adams,MU,"81, boulevard De Maisonneuve Est",2016,Programme d'art mural,45.5113195,-73.5657232,http://depot.ville.montreal.qc.ca/murales/MU_HJM_2016_Phillip_Adams_creditsOlivierBousquet1.jpg,Ville-Marie
124,MU_RUELLEMBAM_2016_del_Pinto_creditsOlivierBousquet.jpg,Melissa del Pinto,MU,"2120, rue Crescent (dans la ruelle, à l'arrière)",2016,Programme d'art mural,45.498286,-73.5805827,http://depot.ville.montreal.qc.ca/murales/MU_RUELLEMBAM_2016_del_Pinto_creditsOlivierBousquet.jpg,Ville-Marie
125,ankh_shadow_hhyds_HD.jpg,"A'Shop: Zek-One, Fleo, Fonki, Miss Teri, Rouks, Five 8, Shadow, Ankh One, Monk-E, Strike, Flying Eric, Astro",Prévention Côte-des-Neiges-Notre-Dame-de-Grâce,"2161, avenue Melrose (coin de Maisonneuve)",2016,Programme d'art mural,45.4683403,-73.6151681,http://depot.ville.montreal.qc.ca/murales/ankh_shadow_hhyds_HD.jpg,Côte-Des-Neiges—Notre-Dame-De-Grâce
126,ashop_fontainebartholdi_HD.jpg,A'Shop: Dodo Ose,Éco-quartier Peter-McGill (SAESEM),"1871, rue Sainte-Catherine Ouest",2016,Programme d'art mural,45.4928239,-73.5826153,http://depot.ville.montreal.qc.ca/murales/ashop_fontainebartholdi_HD.jpg,Ville-Marie
127,ashop_sussex_HD.jpg,A'Shop: Rouks,Éco-quartier Peter-McGill (SAESEM),"1193, rue Sussex",2016,Programme d'art mural,45.48959,-73.5836297,http://depot.ville.montreal.qc.ca/murales/ashop_sussex_HD.jpg,Ville-Marie
128,ashop_rotisserie_HD.jpg,A'Shop: Zek One,Éco-quartier Peter-McGill (SAESEM),"1933, rue Sainte-Catherine Ouest",2016,Programme d'art mural,45.4924377,-73.5830799,http://depot.ville.montreal.qc.ca/murales/ashop_rotisserie_HD.jpg,Ville-Marie
129,scien_klor_cheminvert_HD.jpg,"A'Shop, 123Klan, Ankh One, Dodo Ose, Esprit, Osti one, Fluke, Monk-e, Zek, Benny Wliding, Dre, Five8, Axe, Snikr, Lorem Ipsum",SODER,"100, Beaubien Ouest (sur la piste cyclable, au coin de la rue Clark)",2016,Programme d'art mural,45.529215,-73.610607,http://depot.ville.montreal.qc.ca/murales/scien_klor_cheminvert_HD.jpg,Rosemont—La Petite-Patrie
130,SPAG-Vigneault2016.jpg,Laurent Gascon,Société pour Promouvoir les Arts Gigantesques (SPAG),"3845, rue Ontario Est",2016,Programme d'art mural,45.547977,-73.543404,http://depot.ville.montreal.qc.ca/murales/SPAG-Vigneault2016.jpg,Mercier-Hochelaga-Maisonneuve
131,AtelierCultureVelo_CreditArrondissementVSMPE.jpg,Cyndie Belhumeur,Vrac Environnement,"parc Jarry, au Nord du parc à l’angle de la rue Esplanade",2016,Programme d'art mural,45.5343903,-73.6285544,http://depot.ville.montreal.qc.ca/murales/AtelierCultureVelo_CreditArrondissementVSMPE.jpg,Villeray—Saint-Michel—Parc-Extension
132,YQQ_Ruelle_Girard_1.jpg,A'Shop: Astro,Y’a QuelQu’un l’aut’bord du mur (YQQ),"1611-1615, avenue d’Orléans (dans la ruelle Girard, à l'arrière)",2016,Programme d'art mural,45.547797,-73.538655,http://depot.ville.montreal.qc.ca/murales/YQQ_Ruelle_Girard_1.jpg,Mercier-Hochelaga-Maisonneuve
133,YQQ_Sansregret_nord_2.jpg,A'Shop: Fonki,Y’a QuelQu’un l’aut’bord du mur (YQQ),"2215-2217, rue Joliette (dans la ruelle Sansregret, à l'arrière)",2016,Programme d'art mural,45.545889,-73.54776,http://depot.ville.montreal.qc.ca/murales/YQQ_Sansregret_nord_2.jpg,Mercier-Hochelaga-Maisonneuve
134,YQQ_Sansregret_sud_3.jpg,A'Shop: Doryan Rabilloud (Dodo Ose),Y’a QuelQu’un l’aut’bord du mur (YQQ),"3607, rue Ontario Est (dans la ruelle Sansregret, à l'arrière)",2016,Programme d'art mural,45.545404,-73.545047,http://depot.ville.montreal.qc.ca/murales/YQQ_Sansregret_sud_3.jpg,Mercier-Hochelaga-Maisonneuve
135,CyndieB-jadinbasilepatenaude.jpg,Cyndie Belhumeur,SODER,Jardin Basile-Patenaude (à l'arrière du 2535 Rue Masson),2016,Programme d'art mural,45.544242,-73.578252,http://depot.ville.montreal.qc.ca/murales/CyndieB-jadinbasilepatenaude.jpg,Rosemont—La Petite-Patrie
136,EllaPitr-soder.jpg,Ella & Pitr,SODER,"1210, boulevard Rosemont (entrée de la ruelle)",2016,Programme d'art mural,45.535951,-73.593833,http://depot.ville.montreal.qc.ca/murales/EllaPitr-soder.jpg,Rosemont—La Petite-Patrie
137,Mateo1-soder.jpg,Mateo,SODER,"6905, rue Garnier (entrée de la ruelle)",2016,Programme d'art mural,45.5445427,-73.6046034,http://depot.ville.montreal.qc.ca/murales/Mateo1-soder.jpg,Rosemont—La Petite-Patrie
138,Paulie-ruelleverte18ebourbonniere.jpg,Paulie Heart,SODER,"5365, avenue Bourbonnière (entrée de la ruelle)",2016,Programme d'art mural,45.5565426,-73.5705425,http://depot.ville.montreal.qc.ca/murales/Paulie-ruelleverte18ebourbonniere.jpg,Rosemont—La Petite-Patrie
139,04_AGC-Simon_Bachand.jpg,Simon Bachand (Stare),Diffusion AGC Montréal (Artgang),"5700, boulevard Saint-Laurent",2016,Programme d'art mural - Entente sur le développement culturel de Montréal,45.5265945,-73.6031095,http://depot.ville.montreal.qc.ca/murales/04_AGC-Simon_Bachand.jpg,Le Plateau-Mont-Royal
140,01_MU-Desbiens_Rouyere_creditsOlivierBousquet2.jpg,Dominique Desbiens et Bruno Rouyère,MU,"19, avenue Laurier Ouest",2016,Programme d'art mural - Entente sur le développement culturel de Montréal,45.5225221,-73.5933407,http://depot.ville.montreal.qc.ca/murales/01_MU-Desbiens_Rouyere_creditsOlivierBousquet2.jpg,Le Plateau-Mont-Royal
141,02_MU-Anne_Hamel_creditsOlivierBousquet1.jpg,Annie Hamel,MU,"6654, rue Saint-Dominique",2016,Programme d'art mural - Entente sur le développement culturel de Montréal,45.5317435,-73.6119791,http://depot.ville.montreal.qc.ca/murales/02_MU-Anne_Hamel_creditsOlivierBousquet1.jpg,Rosemont—La Petite-Patrie
142,03_AGC-ElMac_Photo_Veronique_Duplain.jpg,"Miles ""El Mac"" Gregor",Diffusion AGC Montréal (Artgang),"6206, rue Saint-Hubert",2016,Programme d'art mural - Entente sur le développement culturel de Montréal,45.534577,-73.600136,http://depot.ville.montreal.qc.ca/murales/03_AGC-ElMac_Photo_Veronique_Duplain.jpg,Rosemont—La Petite-Patrie
